eta,F,dF,d2F,G,dG
0,0,0,0.332057345610548,1,-0.259298485924742
0.1,0.00166028672805274,0.0332055048483865,0.332048157294511,0.974070241097075,-0.259294898380013
0.2,0.00664100908953616,0.0664077939545961,0.331983846645691,0.94814173779944,-0.259269787167603
0.3,0.0149414780856333,0.0995986012468145,0.331809358110262,0.922217718171514,-0.259201642874504
0.4,0.0265599031107501,0.132764164317682,0.331469853996229,0.896303559254643,-0.259069002510377
0.5,0.0414928437844338,0.165885257906762,0.33091096488256,0.870406779929596,-0.258850502947806
0.6,0.0597346665475847,0.198937257331776,0.330079137737004,0.844537027379104,-0.258524955423656
0.7,0.0812770095011843,0.231890241475069,0.328922078131997,0.818706055065441,-0.258071440637153
0.8,0.106108259904913,0.264709144465493,0.327389280761639,0.792927690198197,-0.25746942369627
0.9,0.134213049633835,0.297353964487587,0.325432639822247,0.767217788759005,-0.256698887816882
1,0.165571774687446,0.329780037158388,0.323007127809933,0.741594176279346,-0.255740485276299
1.1,0.200160145526804,0.361938379606029,0.320071528028101,0.71607657273942,-0.254575703674405
1.2,0.237948775549768,0.393776109745599,0.31658920273627,0.6906865001746,-0.253187045075024
1.3,0.278902815367985,0.425236943275365,0.312528875591126,0.665447171843492,-0.251558215103864
1.4,0.322981640689724,0.456261768628664,0.307865404040374,0.640383362128727,-0.249674318586811
1.5,0.370138601510046,0.486789297553916,0.302580514857515,0.61552125670687,-0.247522057845658
1.6,0.420320839939778,0.516756786220802,0.296663474285466,0.590888282933516,-0.245089929351573
1.7,0.47346918335022,0.546100818851269,0.29011166351482,0.566512920837408,-0.242368414094697
1.8,0.529518118564157,0.574758142957905,0.282931030657571,0.542424495594598,-0.239350156786196
1.9,0.588395851590227,0.602666542464974,0.275136392142824,0.518652952849168,-0.236030128889952
2,0.650024455894524,0.629765732427401,0.266751559646125,0.495228618747278,-0.232405770505216
2.1,0.714320110462528,0.655998256893057,0.257809273276062,0.472181947041501,-0.228477106304354
2.2,0.781193426972002,0.68131036981323,0.248350927694597,0.449543256085774,-0.224246831080811
