eta,F,dF,d2F,G,dG
0,0,0,0.332057345610548,1,-0.42230815924577
0.1,0.00166028672805274,0.0332055048483865,0.332048157294511,0.957769768369283,-0.422284788461467
0.2,0.00664100908953616,0.0664077939545961,0.331983846645691,0.915547715688592,-0.422121229827936
0.3,0.0149414780856333,0.0995986012468145,0.331809358110262,0.873354859082434,-0.421677619262586
0.4,0.0265599031107501,0.132764164317682,0.331469853996229,0.83122615735158,-0.420815149446453
0.5,0.0414928437844338,0.165885257906762,0.33091096488256,0.789210348699843,-0.4193972806369
0.6,0.0597346665475847,0.198937257331776,0.330079137737004,0.747369644044614,-0.41729141425792
0.7,0.0812770095011843,0.231890241475069,0.328922078131997,0.705779231070164,-0.414370997746333
0.8,0.106108259904913,0.264709144465493,0.327389280761639,0.664526548237607,-0.410518010449444
0.9,0.134213049633835,0.297353964487587,0.325432639822247,0.623710294061847,-0.405625758394354
1,0.165571774687446,0.329780037158388,0.323007127809933,0.583439145374298,-0.399601881725365
1.1,0.200160145526804,0.361938379606029,0.320071528028101,0.543830169135865,-0.392371454197884
1.2,0.237948775549768,0.393776109745599,0.31658920273627,0.505006925586016,-0.383880031381893
1.3,0.278902815367985,0.425236943275365,0.312528875591126,0.467097275827523,-0.374096485527749
1.4,0.322981640689724,0.456261768628664,0.307865404040374,0.430230923823687,-0.363015452896198
1.5,0.370138601510046,0.486789297553916,0.302580514857515,0.394536740446643,-0.350659216202046
1.6,0.420320839939778,0.516756786220802,0.296663474285466,0.360139934652175,-0.337078852780024
1.7,0.47346918335022,0.546100818851269,0.29011166351482,0.327159152876587,-0.322354499630877
1.8,0.529518118564157,0.574758142957905,0.282931030657571,0.295703601059397,-0.306594620195278
1.9,0.588395851590227,0.602666542464974,0.275136392142824,0.265870292998423,-0.289934203908336
2,0.650024455894524,0.629765732427401,0.266751559646125,0.237741532876077,-0.272531886356569
2.1,0.714320110462528,0.655998256893057,0.257809273276062,0.211382737854778,-0.254566041898877
2.2,0.781193426972002,0.68131036981323,0.248350927694597,0.186840698113826,-0.236229967438713
2.3,0.850549863332809,0.705652877920591,0.238426084955418,0.164142356573248,-0.217726340299371
2.4,0.922290218723448,0.728981924265577,0.22809177582416,0.143294169363406,-0.199261189137022
2.5,0.996311203146071,0.751259691700105,0.217411599824987,0.124282081959995,-0.18103765903668
2.6,1.07250607251618,0.772455007050613,0.206454642802213,0.107072126430001,-0.16324987576442
2.7,1.15076531848519,0.79254382901324,0.195294238915649,0.0916116144342515,-0.146077216471614
2.8,1.23097740064441,0.811509605866908,0.184006611220739,0.0778308707329117,-0.129679273797706
2.9,1.31302950754992,0.829343492822172,0.172669430866358,0.0656454251750493,-0.114191758344311
3,1.39680833219731,0.846044423050116,0.161360339089093,0.0549585595399742,-0.0997235241400716
3.1,1.4822008472051,0.861619030977312,0.150155478307535,0.0456640907307774,-0.0863548281279847
3.2,1.56909506505665,0.876081431078876,0.13912807856397,0.0376492647066227,-0.074136854377706
3.3,1.65738076930181,0.889452859931523,0.128347143304671,0.0307976365003565,-0.063092453762359
3.4,1.74695020360937,0.901761193487474,0.117876274158808,0.0249918203148918,-0.0532179771520494
3.5,1.83769870694626,0.913040355202433,0.107772668229424,0.0201160089902977,-0.0444860207002515
3.6,1.929525284878,0.923329633632997,0.0980863138221146,0.0160581825305986,-0.0368488598663073
3.7,2.02233310896214,0.932672930288989,0.0888594019658131,0.0127119489867164,-0.030242326755569
3.8,2.11602993835692,0.941117959811077,0.0801259620317054,0.00997798579532262,-0.0245898833671266
3.9,2.21052846000045,0.948715424921707,0.0719117207452716,0.00776507373950153,-0.0198066596366092
4,2.30574654594282,0.955518188096303,0.0642341753990154,0.00599073735489732,-0.0158032563690596
4.1,2.401607428549,0.961580460596051,0.0571028645333643,0.00458152357893919,-0.0124891548377105
4.2,2.49803979626006,0.966957027505714,0.0505198130966423,0.00347296392646608,-0.00977562209347607
4.3,2.59497781434084,0.971702524870712,0.0444801243533479,0.00260927415441639,-0.00757804914061484
