eta,F,dF,d2F,G,dG
3.4,1.74695020360937,0.901761193487474,0.117876274158808,2.58107613328648e-06,-2.37651173447292e-05
3.5,1.83769870694626,0.913040355202433,0.107772668229424,1.01582257202206e-06,-9.79873358848129e-06
3.6,1.929525284878,0.923329633632997,0.0980863138221146,3.83803169591048e-07,-3.87288206580401e-06
3.7,2.02233310896214,0.932672930288989,0.0888594019658131,1.39261062458482e-07,-1.46798225899327e-06
3.8,2.11602993835692,0.941117959811077,0.0801259620317054,4.85555887468579e-08,-5.33989654564697e-07
3.9,2.21052846000045,0.948715424921707,0.0719117207452716,1.62809240155544e-08,-1.86596777614502e-07
4,2.30574654594282,0.955518188096303,0.0642341753990154,5.25391337915678e-09,-6.27212989578472e-08
4.1,2.401607428549,0.961580460596051,0.0571028645333643,1.63161143489342e-09,-2.03146451320098e-08
4.2,2.49803979626006,0.966957027505714,0.0505198130966423,4.85662026964838e-10,-6.35346254517404e-09
4.3,2.59497781434084,0.971702524870712,0.0444801243533479,1.35797438019486e-10,-1.92370453587731e-09
4.4,2.69236107650729,0.975870782085455,0.0389726877030531,3.24546120029472e-11,-5.65616655947335e-10
4.5,2.79013449448453,0.979514239514663,0.0339809701107038,2.8333022233936e-12,-1.62073191356904e-10
4.6,2.88824813338279,0.982683448091889,0.0294838589449689,-5.43440823544143e-12,-4.54443580956953e-11
4.7,2.98665700129414,0.985426654482655,0.0254565255048011,-7.69050397793076e-12,-1.25264335325675e-11
4.8,3.08532080172146,0.987789472451084,0.0218712811549411,-8.29511256097642e-12,-3.41167519672466e-12
4.9,3.18420365738074,0.989814638431181,0.018698401519979,-8.45503088933966e-12,-9.232344880005e-13
5,3.28327381360148,0.991541847051679,0.0159068983192027,-8.49700510330576e-12,-2.49713285137873e-13
5.1,3.38250332903042,0.993007660542764,0.013465222880724,-8.50800130799351e-12,-6.79315082374297e-14
5.2,3.48186776066409,0.994245484583346,0.0113418898944984,-8.51089411320249e-12,-1.87070375045735e-14
5.3,3.58134584944208,0.995285602223695,0.00950601432520025,-8.51166312158087e-12,-5.24912666828501e-15
5.4,3.68091921176764,0.996155257014794,0.00792775842531864,-8.51187100772407e-12,-1.51059933460685e-15
5.5,3.7805720414262,0.996878776351262,0.00657868933070467,-8.51192851500079e-12,-4.48703918567227e-16
5.6,3.88029082548095,0.997477726236672,0.0054320506964648,-8.51194489302261e-12,-1.38412478412666e-16
5.7,3.98006407686658,0.997971089149275,0.0044629541959498,-8.51194972301577e-12,-4.45962922148201e-17
5.8,4.07988208560281,0.998375457360862,0.00364849845401914,-8.51195120588434e-12,-1.50885446267051e-17
5.9,4.17973668982418,0.998705234881317,0.00296782414444871,-8.51195168213306e-12,-5.38676203978003e-18
6,4.27962106718519,0.99897284210961,0.00240211460188887,-8.51195184282336e-12,-2.03808438236984e-18
6.1,4.37952954665465,0.999188918218202,0.00193455145015199,-8.51195189998935e-12,-8.20318017236937e-19
6.2,4.47945744026344,0.999362517238972,0.00155023451008795,-8.51195192149432e-12,-3.52396441644154e-19
6.3,4.579400894012,0.99950129472009,0.00123607470515147,-8.51195193006711e-12,-1.62021696455152e-19
6.4,4.67935675687321,0.999611682658102,0.00098066791296049,-8.51195193369331e-12,-7.99103221726844e-20
6.5,4.77932246663511,0.999699051159397,0.000774156793285697,-8.51195193532138e-12,-4.23569264579676e-20
6.6,4.8792959512066,0.999767855938795,0.000608086625260947,-8.51195193609661e-12,-2.41639148930317e-20
6.7,4.97927554394892,0.999821771315276,0.000475260167250951,-8.5119519364872e-12,-1.48526768208639e-20
6.8,5.07925991158447,0.999863808816168,0.000369595558792652,-8.51195193669447e-12,-9.84400632653184e-21
6.9,5.17924799326488,0.999896421855768,0.000285990351264798,-8.51195193680938e-12,-7.03854824289407e-21
7,5.27923894944025,0.999921597219933,0.000220193907818645,-8.51195193687494e-12,-5.43060346160375e-21
7.1,5.37923211925485,0.99994093427419,0.000168689669490868,-8.51195193691229e-12,-4.52154539269766e-21
7.2,5.47922698529266,0.999955712929963,0.000128588150994092,-8.51195193693198e-12,-4.06203073722465e-21
7.3,5.57922314460291,0.99996695146287,9.75310073923174e-05,-8.51195193693908e-12,-3.93637427822772e-21
7.4,5.6792202850462,0.999975455289513,7.36060974383705e-05,-8.51195193693535e-12,-4.11312592006003e-21
7.5,5.77921816611161,0.999981857785163,5.52731526964323e-05,-8.51195193691999e-12,-4.63181351513131e-21
7.6,5.87921660346075,0.99998665417352,4.12994331045005e-05,-8.51195193688933e-12,-5.61795167689231e-21
7.7,5.97921545655485,0.999990229449628,3.07045973700971e-05,-8.51195193683541e-12,-7.33445035827945e-21
7.8,6.07921461881274,0.999992881214928,2.27139280902121e-05,-8.51195193674239e-12,-1.02993735443486e-20
7.9,6.17921400983125,0.999994838215202,1.67190145476276e-05,-8.51195193657894e-12,-1.55446174178402e-20
8,6.27921356927417,0.999996275282343,1.22449993435165e-05,-8.51195193628104e-12,-2.519609239813e-20
8.1,6.3792132521014,0.99999732529291,8.92352809602569e-06,-8.51195193571235e-12,-4.38245486292319e-20
8.2,6.47921302486722,0.999998088672934,6.47059541813042e-06,-8.51195193456896e-12,-8.17282702615643e-20
8.3,6.57921286286545,0.999998640901034,4.66854775477763e-06,-8.51195193213942e-12,-1.63279681076122e-19
8.4,6.67921274794105,0.999999038391655,3.35157828276639e-06,-8.51195192667214e-12,-3.49163145655356e-19
8.5,6.77921266682255,0.999999323077603,2.39412615191451e-06,-8.51195191362585e-12,-7.98530229847162e-19
8.6,6.87921260985889,0.999999525956106,1.70166826050632e-06,-8.51195188058966e-12,-1.951424167835e-18
8.7,6.97921257006828,0.999999669815089,1.20346393707922e-06,-8.51195179178505e-12,-5.09145111872465e-18
8.8,7.07921254242616,0.99999977131578,8.46879641496252e-07,-8.51195153834981e-12,-1.41708496027091e-17
8.9,7.17921252333529,0.999999842573543,5.92981106035561e-07,-8.51195077055249e-12,-4.20390474273645e-17
9,7.27921251023362,0.999999892350306,4.13133770917176e-07,-8.51194830179964e-12,-1.328173666603e-16
9.1,7.37921250130581,0.999999926948428,2.86398903098628e-07,-8.51193987970899e-12,-4.46528177085262e-16
9.2,7.47921249527229,0.999999950876623,1.97552693591783e-07,-8.51190940769712e-12,-1.59619856465333e-15
9.3,7.57921249123576,0.999999967343037,1.35589375296982e-07,-8.51179253179517e-12,-6.06214644100929e-15
9.4,7.67921248857026,0.999999978618124,9.25975757625466e-08,-8.51131754950523e-12,-2.44416452084904e-14
9.5,7.77921248684133,0.999999986300097,6.29223577724825e-08,-8.50927331187294e-12,-1.04536463643583e-13
9.6,7.87921248574902,0.999999991507939,4.2544354728425e-08,-8.49996115332995e-12,-4.73929028653891e-13
9.7,7.97921248508729,0.999999995020913,2.86227035830271e-08,-8.45508751905153e-12,-2.27587152721489e-12
9.8,8.07921248471531,0.999999997378809,1.91606972051226e-08,-8.22647159298681e-12,-1.1567990761795e-11
9.9,8.17921248453736,0.999999998953543,1.27627451688216e-08,-6.99578964460291e-12,-6.21923210187275e-11
10,8.2792124844887,1,8.45880910511119e-09,3.37921942907256e-16,-3.53413511621028e-10
