eta,F,dF,d2F,G,dG
0,0,0,0.332057345610548,1,-0.185209882578434
0.1,0.00166028672805274,0.0332055048483865,0.332048157294511,0.981479037367282,-0.185208857577655
0.2,0.00664100908953616,0.0664077939545961,0.331983846645691,0.962958433479945,-0.185201682797686
0.3,0.0149414780856333,0.0995986012468145,0.331809358110262,0.944439110735312,-0.185182210505448
0.4,0.0265599031107501,0.132764164317682,0.331469853996229,0.92592260602333,-0.185144299601535
0.5,0.0414928437844338,0.165885257906762,0.33091096488256,0.907411069706403,-0.185081823263166
0.6,0.0597346665475847,0.198937257331776,0.330079137737004,0.888907263683243,-0.18498867961575
0.7,0.0812770095011843,0.231890241475069,0.328922078131997,0.870414558235784,-0.184858805390904
0.8,0.106108259904913,0.264709144465493,0.327389280761639,0.851936927363689,-0.184686192502869
0.9,0.134213049633835,0.297353964487587,0.325432639822247,0.833478942319299,-0.184464907443403
1,0.165571774687446,0.329780037158388,0.323007127809933,0.815045763067721,-0.184189113357994
1.1,0.200160145526804,0.361938379606029,0.320071528028101,0.796643127412505,-0.183853094624197
1.2,0.237948775549768,0.393776109745599,0.31658920273627,0.778277337547552,-0.183451283707154
1.3,0.278902815367985,0.425236943275365,0.312528875591126,0.759955243820804,-0.182978290018874
1.4,0.322981640689724,0.456261768628664,0.307865404040374,0.741684225525061,-0.182428930458199
1.5,0.370138601510046,0.486789297553916,0.302580514857515,0.723472168566097,-0.181798261258995
1.6,0.420320839939778,0.516756786220802,0.296663474285466,0.705327439897838,-0.181081610726898
1.7,0.47346918335022,0.546100818851269,0.29011166351482,0.687258858658568,-0.18027461240168
1.8,0.529518118564157,0.574758142957905,0.282931030657571,0.669275663990324,-0.179373238145075
1.9,0.588395851590227,0.602666542464974,0.275136392142824,0.651387479575205,-0.178373830624545
2,0.650024455894524,0.629765732427401,0.266751559646125,0.63360427497634,-0.17727313464384
2.1,0.714320110462528,0.655998256893057,0.257809273276062,0.615936323926691,-0.176068326762982
2.2,0.781193426972002,0.68131036981323,0.248350927694597,0.598394159764482,-0.174757042654641
2.3,0.850549863332809,0.705652877920591,0.238426084955418,0.580988528268593,-0.17333740166179
2.4,0.922290218723448,0.728981924265577,0.22809177582416,0.563730338199265,-0.171808028053386
2.5,0.996311203146071,0.751259691700105,0.217411599824987,0.546630609897631,-0.170168068520396
2.6,1.07250607251618,0.772455007050613,0.206454642802213,0.529700422340543,-0.168417205513182
2.7,1.15076531848519,0.79254382901324,0.195294238915649,0.512950859083605,-0.166555666091654
2.8,1.23097740064441,0.811509605866908,0.184006611220739,0.496392953554249,-0.164584226039886
2.9,1.31302950754992,0.829343492822172,0.172669430866358,0.480037634177211,-0.162504209084765
3,1.39680833219731,0.846044423050116,0.161360339089093,0.463895669826139,-0.16031748115092
3.1,1.4822008472051,0.861619030977312,0.150155478307535,0.447977616097176,-0.158026439678858
3.2,1.56909506505665,0.876081431078876,0.13912807856397,0.432293762892931,-0.155633998126663
3.3,1.65738076930181,0.889452859931523,0.128347143304671,0.416854083788706,-0.153143565865036
3.4,1.74695020360937,0.901761193487474,0.117876274158808,0.401668187627704,-0.150559023757853
3.5,1.83769870694626,0.913040355202433,0.107772668229424,0.386745272758947,-0.14788469579348
3.6,1.929525284878,0.923329633632997,0.0980863138221146,0.372094084291962,-0.145125317193804
3.7,2.02233310896214,0.932672930288989,0.0888594019658131,0.357722874697004,-0.142285999476746
3.8,2.11602993835692,0.941117959811077,0.0801259620317054,0.343639368030178,-0.139372192983172
3.9,2.21052846000045,0.948715424921707,0.0719117207452716,0.329850728010523,-0.136389647400286
4,2.30574654594282,0.955518188096303,0.0642341753990154,0.31636353012244,-0.133344370820981
4.1,2.401607428549,0.961580460596051,0.0571028645333643,0.303183737863075,-0.130242587873274
4.2,2.49803979626006,0.966957027505714,0.0505198130966423,0.290316683201617,-0.127090697436803
4.3,2.59497781434084,0.971702524870712,0.0444801243533479,0.277767051267025,-0.12389523043632
4.4,2.69236107650729,0.975870782085455,0.0389726877030531,0.265538869233464,-0.120662808166744
4.5,2.79013449448453,0.979514239514663,0.0339809701107038,0.253635499329254,-0.117400101562664
4.6,2.88824813338279,0.982683448091889,0.0294838589449689,0.242059635856169,-0.114113791779163
4.7,2.98665700129414,0.985426654482655,0.0254565255048011,0.23081330607161,-0.110810532402272
4.8,3.08532080172146,0.987789472451084,0.0218712811549411,0.219897874756853,-0.10749691355794
4.9,3.18420365738074,0.989814638431181,0.018698401519979,0.209314052270097,-0.10417942813967
5,3.28327381360148,0.991541847051679,0.0159068983192027,0.199061905863414,-0.100864440328079
5.1,3.38250332903042,0.993007660542764,0.013465222880724,0.189140874027587,-0.0975581565315821
5.2,3.48186776066409,0.994245484583346,0.0113418898944984,0.179549783617978,-0.0942665988368607
5.3,3.58134584944208,0.995285602223695,0.00950601432520025,0.170286869507547,-0.0909955810211988
5.4,3.68091921176764,0.996155257014794,0.00792775842531864,0.161349796509605,-0.0877506871463804
5.5,3.7805720414262,0.996878776351262,0.00657868933070467,0.152735683312346,-0.0845372527256188
5.6,3.88029082548095,0.997477726236672,0.0054320506964648,0.144441128169313,-0.0813603484308641
5.7,3.98006407686658,0.997971089149275,0.0044629541959498,0.136462236094245,-0.0782247662875043
5.8,4.07988208560281,0.998375457360862,0.00364849845401914,0.128794647314932,-0.0751350082866493
5.9,4.17973668982418,0.998705234881317,0.00296782414444871,0.121433566748398,-0.0720952773314697
6,4.27962106718519,0.99897284210961,0.00240211460188887,0.114373794268646,-0.0691094704230823
